00ROPC9999BOVESPA 99992016090520160905                                                                                                                          
01OIBR        ON      N1201609193808000070OIBRI39     000000010000000000390000000000031400000000000004500000000000005600000000000041500000000500000041051ACN    
01OIBR        ON      N1201609193867000070OIBRI45     000000010000000000450000000000000000000000000000000000000000019100000000000019100000000900000021051ACN    
01OIBR        ON      N1201609193875000070OIBRI46     000000010000000000460000000000005000000000000020500000000000137100000000000162600000002000000071051ACN    
01OIBR  FM    ON      N1201609193816000070OIBRI4      000000010000000000400000000000001700000000000025400000000000008900000000000036000000000800000081051ACN    
01OIBR  FM    ON      N1201609193824000070OIBRI41     000000010000000000410000000000005900000000000004200000000000000300000000000010400000000200000051051ACN    
01OIBR  FM    ON      N1201609193832000070OIBRI42     000000010000000000420000000000004300000000000037500000000000002300000000000044100000000900000081051ACN    
01OIBR  FM    ON      N1201609193840000070OIBRI43     000000010000000000430000000000000000000000000010600000000000003900000000000014500000000300000041051ACN    
01OIBR  FM    ON      N1201609193859000070OIBRI44     000000010000000000440000000000000000000000000064000000000000001000000000000065000000000900000031051ACN    
01PCAR        PN      N1201609190124000070PCARI49     000000010000000004900000000000062200000000000000000000000000000200000000000062400000000200000061481ACN    
01PCAR        PN      N1201609190132000070PCARI54     000000010000000005400000000000000100000000000000000000000000000600000000000000700000000100000031481ACN    
01PETR        ON        201609193662000070PETRI30     000000010000000001050000000000000700000000000000000000000000007500000000000008200000000500000051831ACN    
01PETR        ON        201609193646000070PETRI8      000000010000000001200000000000000000000000000026000000000000000500000000000026500000000400000021831ACN    
01PETR        ON        201609193506000070PETRI2      000000010000000001275000000000000000000000000000000000000000012800000000000012800000000200000021832ACN    
01PETR        ON        201609193611000070PETRI93     000000010000000001300000000000000000000000000309000000000000000600000000000309600000005700000021831ACN    
01PETR        ON        201609193654000070PETRI9      000000010000000001325000000000006100000000000026800000000000089400000000000122300000000100000091832ACN    
01PETR        ON        201609193905000070PETRI37     000000010000000001350000000000024100000000000000000000000000004900000000000029000000000600000041831ACN    
01PETR        ON        201609193620000070PETRI84     000000010000000001425000000000003600000000000309000000000000000000000000000312600000000200000571832ACN    
01PETR        ON        201609193816000070PETRI19     000000010000000001475000000000002700000000000000000000000000004000000000000006700000000100000021832ACN    
01PETR        ON        201609193891000070PETRI35     000000010000000001500000000000150400000000000000000000000000002600000000000153000000000100000011831ACN    
01PETR        PN        201609196807000070PETRI41     000000010000000000410000000000000000000000000000100000000000000000000000000000100000000100000011851ACN    
01PETR        PN        201609198370000070PETRI5      000000010000000000425000000000000900000000000989800000000000000000000000000990700000000500000081852ACN    
01PETR        PN        201609196815000070PETRI48     000000010000000000480000000000013500000000000039500000000000001000000000000054000000000500000061851ACN    
01PETR        PN        201609199393000070PETRI50     000000010000000000500000000000006900000000000119200000000000016100000000000142200000000200000161851ACN    
01PETR        PN        201609196335000070PETRI56     000000010000000000560000000000026700000000000149300000000000000000000000000176000000000600000061851ACN    
01PETR        PN        201609198834000070PETRI60     000000010000000000600000000000429500000000000038800000000000194200000000000662500000000500000431851ACN    
01PETR        PN        201609198460000070PETRI61     000000010000000000620000000000000000000000000000300000000000000000000000000000300000000100000021851ACN    
01PETR        PN        201609192500000070PETRI73     000000010000000000630000000000001500000000000000500000000000000000000000000002000000000300000021852ACN    
01PETR        PN        201609197145000070PETRI64     000000010000000000640000000000027900000000000000200000000000000000000000000028100000000400000061851ACN    
01PETR        PN        201609196823000070PETRI65     000000010000000000650000000000012100000000000003000000000000002200000000000017300000000500000051852ACN    
01PETR        PN        201609198478000070PETRI66     000000010000000000660000000000000500000000000004200000000000000000000000000004700000000300000021851ACN    
01PETR        PN        201609192542000070PETRI77     000000010000000000670000000000000000000000000001900000000000000000000000000001900000000200000021852ACN    
01PETR        PN        201609198486000070PETRI69     000000010000000000700000000000213100000000000054100000000000054300000000000321500000000500000331851ACN    
01PETR        PN        201609191830000070PETRI26     000000010000000000710000000000020800000000000027800000000000024700000000000073300000000400000131852ACN    
01PETR        PN        201609198494000070PETRI22     000000010000000000720000000000291000000000000000000000000000004400000000000295400000000800000071851ACN    
01PETR        PN        201609196181000070PETRI23     000000010000000000730000000000000000000000000001000000000000000000000000000001000000000300000021852ACN    
01PETR        PN        201609198508000070PETRI24     000000010000000000740000000000005700000000000000000000000000036000000000000041700000000600000031851ACN    
01PETR        PN        201609197960000070PETRI25     000000010000000000750000000000100000000000000014700000000000000000000000000114700000000600000041852ACN    
01PETR        PN        201609196343000070PETRI16     000000010000000000760000000000000200000000000001600000000000000000000000000001800000000300000031851ACN    
01PETR        PN        201609192526000070PETRI75     000000010000000000780000000000050000000000000001000000000000000000000000000051000000000500000051851ACN    
01PETR        PN        201609192461000070PETRI72     000000010000000000800000000000380900000000000203400000000000032400000000000616700000000900000481851ACN    
01PETR        PN        201609196190000070PETRI81     000000010000000000810000000000084700000000000058100000000000022500000000000165300000000800000091852ACN    
01PETR        PN        201609196785000070PETRI82     000000010000000000820000000000408600000000000026700000000000013800000000000449100000000700000121851ACN    
01PETR        PN        201609197153000070PETRI83     000000010000000000830000000000014900000000000011600000000000000000000000000026500000000600000031852ACN    
01PETR        PN        201609198516000070PETRI34     000000010000000000840000000000023000000000000015400000000000000000000000000038400000000500000041851ACN    
01PETR        PN        201609197978000070PETRI85     000000010000000000850000000000002000000000000007500000000000001400000000000010900000000600000051852ACN    
01PETR        PN        201609192550000070PETRI78     000000010000000000860000000000000000000000000002900000000000000400000000000003300000000400000061851ACN    
01PETR        PN        201609192690000070PETRI49     000000010000000000870000000000001600000000000003800000000000000000000000000005400000000400000051852ACN    
01PETR        PN        201609191937000070PETRI88     000000010000000000880000000000007800000000000045600000000000001300000000000054700000000700000051851ACN    
01PETR        PN        201609192127000070PETRI57     000000010000000000900000000000994800000000001098600000000000508900000000002602300000003000001031851ACN    
01PETR        PN        201609198303000070PETRI92     000000010000000000920000000000069200000000000000000000000000504100000000000573300000001000000161851ACN    
01PETR        PN        201609198524000070PETRI95     000000010000000000940000000000008800000000000019000000000000042800000000000070600000000600000161851ACN    
01PETR        PN        201609191848000070PETRI28     000000010000000000950000000000044200000000000298100000000000021900000000000364200000001400000251852ACN    
01PETR        PN        201609194499000070PETRI96     000000010000000000960000000000228100000000000021800000000000655000000000000904900000000800000301851ACN    
01PETR        PN        201609194502000070PETRI97     000000010000000000970000000000000000000000000038200000000002000600000000002038800000000500000061852ACN    
01PETR        PN        201609194472000070PETRI98     000000010000000000980000000000002500000000000080500000000000010000000000000093000000000700000051851ACN    
01PETR        PN        201609194480000070PETRI99     000000010000000000990000000000013100000000000070600000000002001600000000002085300000000700000131852ACN    
01PETR        PN        201609197684000070PETRI10     000000010000000001000000000001002500000000003659300000000000963500000000005625300000007300002931851ACN    
01PETR        PN        201609192534000070PETRI76     000000010000000001025000000000008100000000000122500000000000023800000000000154400000000800000121852ACN    
01PETR        PN        201609196602000070PETRI40     000000010000000001050000000000469300000000009499800000000000317300000000010286400000002000001201851ACN    
01PETR        PN        201609197986000070PETRI70     000000010000000001075000000000003800000000000243800000000000117600000000000365200000001200000141852ACN    
01PETR        PN        201609196793000070PETRI11     000000010000000001100000000003071000000000000983400000000002643500000000006697900000009100003851851ACN    
01PETR        PN        201609192704000070PETRI53     000000010000000001150000000000820000000000001926800000000000769200000000003516000000004700001801851ACN    
01PETR        PN        201609197790000070PETRI71     000000010000000001175000000000348700000000000914000000000000136000000000001398700000001900000701852ACN    
01PETR        PN        201609198095000070PETRI12     000000010000000001200000000002808900000000006137600000000004479000000000013425500000025400007191851ACN    
01PETR        PN        201609198710000070PETRI42     000000010000000001250000000001840200000000003865000000000003920300000000009625500000011600004101851ACN    
01PETR        PN        201609191872000070PETRI54     000000010000000001275000000000249400000000001594100000000000269400000000002112900000003300001021852ACN    
01PETR        PN        201609198427000070PETRI13     000000010000000001300000000003811400000000006829300000000004798900000000015439600000080600008461851ACN    
01PETR        PN        201609191880000070PETRI55     000000010000000001325000000000317500000000000258000000000000168800000000000744300000002900000761852ACN    
01PETR        PN        201609198907000070PETRI43     000000010000000001350000000000895700000000004917000000000002852900000000008665600000033500003131851ACN    
01PETR        PN        201609197692000070PETRI14     000000010000000001400000000002130800000000025444800000000012972800000000040548400000128500007711851ACN    
01PETR        PN        201609198389000070PETRI6      000000010000000001425000000000465100000000000741400000000000214300000000001420800000005500000871852ACN    
01PETR        PN        201609199750000070PETRI44     000000010000000001450000000000180100000000002872100000000001066800000000004119000000013100001201851ACN    
01PETR        PN        201609198630000070PETRI15     000000010000000001500000000001653800000000012794100000000007741900000000022189800000068800003321851ACN    
01PETR        PN        201609198915000070PETRI45     000000010000000001550000000000255700000000001927100000000000175400000000002358200000009700000511851ACN    
01PETR        PN        201609198648000070PETRI46     000000010000000001600000000001137900000000003716700000000003442300000000008296900000020600000951851ACN    
01PETR        PN        201609199768000070PETRI39     000000010000000001650000000000000600000000000314800000000000430600000000000746000000002800000101851ACN    
01PETR        PN        201609198656000070PETRI17     000000010000000001700000000000075600000000002658700000000002464800000000005199100000031000000381851ACN    
01PETR        PN        201609199776000070PETRI47     000000010000000001750000000000000000000000000367000000000000008000000000000375000000002300000031851ACN    
01PETR        PN        201609199105000070PETRI68     000000010000000001800000000000087600000000001457100000000000470000000000002014700000011900000151851ACN    
01PETR        PN        201609199113000070PETRI79     000000010000000001900000000000000000000000003166100000000000515600000000003681700000006600000131851ACN    
01PETR        PN        201609198168000070PETRI20     000000010000000002000000000000003200000000006582800000000001658100000000008244100000027000000201851ACN    
01PETR        PN        201609199121000070PETRI51     000000010000000002100000000000000000000000001361500000000000390400000000001751900000004500000081851ACN    
01PETR        PN        201609199130000070PETRI32     000000010000000002200000000000000000000000002080100000000000726500000000002806600000003500000131851ACN    
01PETR        PN        201609199148000070PETRI63     000000010000000002300000000000000000000000001733000000000001991300000000003724300000015400000091851ACN    
01PETR        PN        201609199016000070PETRI29     000000010000000002425000000000000000000000000570500000000000702300000000001272800000002200000061852ACN    
01POMO        PN      N2201609190272000070POMOI29     000000010000000000290000000000000000000000000000000000000001200000000000001200000000000100000040791ACN    
01POMO        PN      N2201609190280000070POMOI36     000000010000000000360000000000000000000000000000000000000000035000000000000035000000000100000010791ACN    
01PSSA        ON      NM201609190221000070PSSAI57     000000010000000002750000000000000000000000000000000000000000011000000000000011000000000100000011281ACN    
01PSSA        ON      NM201609190205000070PSSAI29     000000010000000002900000000000000000000000000054000000000000000000000000000054000000000100000011281ACN    
01PSSA        ON      NM201609190191000070PSSAI91     000000010000000003150000000000000000000000000000000000000000045000000000000045000000000100000011281ACN    
01QGEP        ON      NM201609190043000070QGEPI5      000000010000000000500000000000000000000000000100000000000000000100000000000100100000000200000021062ACN    
01QGEP        ON      NM201609190051000070QGEPI75     000000010000000000750000000000000200000000000100000000000000000000000000000100200000000200000021061ACN    
01QUAL        ON      NM201609190450000070QUALI20     000000010000000002000000000000000000000000000000000000000000000700000000000000700000000100000021031ACN    
01QUAL  FM    ON      NM201609190469000070QUALI21     000000010000000002100000000000000000000000000000000000000000000600000000000000600000000100000021031ACN    
01QUAL  FM    ON      NM201609190477000070QUALI22     000000010000000002200000000000000100000000000000000000000000000400000000000000500000000200000031031ACN    
01QUAL  FM    ON      NM201609190485000070QUALI23     000000010000000002300000000000000200000000000000000000000000000100000000000000300000000100000021031ACN    
01QUAL  FM    ON      NM201609190574000070QUALI24     000000010000000002400000000000000700000000000000000000000000000000000000000000700000000100000021031ACN    
01RADL        ON      NM201609190450000070RADLI70     000000010000000004580000000000000000000000000000600000000000000000000000000000600000000100000011152ACN    
01RAPT        PN      N1201609190124000070RAPTI5      000000010000000000500000000000000000000000000000000000000000150000000000000150000000000100000011461ACN    
01RENT        ON      NM201609190353000070RENTI38     000000010000000003770000000000000000000000000000000000000001000000000000001000000000000100000011551ACN    
01RENT        ON      NM201609190060000070RENTI8      000000010000000003870000000000000000000000000000000000000000170000000000000170000000000100000021571ACN    
01RENT        ON      NM201609190019000070RENTI73     000000010000000002395000000000000000000000000000000000000000020700000000000020700000000100000011582ACN    
01RENT        ON      NM201609190043000070RENTI9      000000010000000003970000000000000000000000000000000000000000075000000000000075000000000100000011581ACN    
01RUMO        ON      NM201609190388000070RUMOI6      000000010000000000600000000000001000000000000000000000000000004200000000000005200000001000000041021ACN    
01RUMO        ON      NM201609190884000070RUMOI65     000000010000000000650000000000000000000000000000000000000000000100000000000000100000000100000011022ACN    
01RUMO        ON      NM201609190418000070RUMOI66     000000010000000000660000000000000000000000000000000000000000250000000000000250000000000100000021021ACN    
01RUMO        ON      NM201609190426000070RUMOI68     000000010000000000680000000000000400000000000000000000000000000200000000000000600000000200000031021ACN    
01RUMO        ON      NM201609190477000070RUMOI78     000000010000000000780000000000001600000000000000000000000000000600000000000002200000000400000031021ACN    
01SBSP        ON      NM201609190060000070SBSPI2      000000010000000003250000000000000000000000000000000000000001000000000000001000000000000300000021531ACN    
01SMLE        ON      NM201609190175000070SMLEI66     000000010000000004337000000000000000000000000000000000000000200000000000000200000000000100000081082ACN    
01SMLE        ON      NM201609190043000070SMLEI79     000000010000000004987000000000000000000000000100000000000000000000000000000100000000000100000011092ACN    
01SMLE        ON      NM201609190051000070SMLEI84     000000010000000005487000000000000000000000000100000000000000000000000000000100000000000100000011092ACN    
01SUZB        PNA     N1201609191350000070SUZBI52     000000010000000001211000000000001600000000000050000000000000051000000000000102600000000800000081211ACN    
01SUZB        PNA     N1201609190833000070SUZBI73     000000010000000001261000000000000000000000000000000000000000043500000000000043500000000100000011211ACN    
01SUZB        PNA     N1201609190850000070SUZBI93     000000010000000001311000000000000000000000000020000000000000080000000000000100000000000100000011211ACN    
01SUZB        PNA     N1201609191708000070SUZBI54     000000010000000001361000000000000000000000000000000000000001000000000000001000000000000100000011211ACN    
01SUZB        PNA     N1201609192178000070SUZBI14     000000010000000001411000000000000000000000000000000000000000002200000000000002200000000100000011221ACN    
01SUZB        PNA     N1201609190680000070SUZBI28     000000010000000000886000000000000000000000000000000000000000022000000000000022000000000100000011232ACN    
01SUZB        PNA     N1201609190540000070SUZBI10     000000010000000001011000000000002900000000000000000000000000001000000000000003900000000200000021231ACN    
01SUZB        PNA     N1201609190558000070SUZBI11     000000010000000001111000000000005500000000000000000000000000002200000000000007700000000200000041231ACN    
01SUZB        PNA     N1201609190736000070SUZBI71     000000010000000001186000000000000000000000000030000000000000050000000000000080000000000200000021232ACN    
01SUZB        PNA     N1201609190442000070SUZBI45     000000010000000001561000000000002100000000000000000000000000000000000000000002100000000100000011231ACN    
01TIMP        ON      NM201609190450000070TIMPI72     000000010000000000720000000000000000000000000048700000000000151300000000000200000000000100000011051ACN    
01TIMP        ON      NM201609190574000070TIMPI96     000000010000000000960000000000000000000000000000000000000000026200000000000026200000000100000041051ACN    
01TIMP        ON      NM201609190582000070TIMPI98     000000010000000000980000000000000000000000000000000000000000010100000000000010100000000100000041051ACN    
01TIMP        ON      NM201609190590000070TIMPI10     000000010000000001000000000000000000000000000000000000000000012400000000000012400000000100000041051ACN    
01TIMP  FM    ON      NM201609190540000070TIMPI9      000000010000000000900000000000000000000000000000100000000000000000000000000000100000000100000011051ACN    
01TOTS        ON      NM201609190043000070TOTSI3      000000010000000003327000000000000000000000000000000000000000012300000000000012300000000100000011231ACN    
01UGPA        ON      NM201609191635000070UGPAI77     000000010000000007620000000000003100000000000000000000000000001100000000000004200000000300000051371ACN    
01UGPA        ON      NM201609191643000070UGPAI78     000000010000000007720000000000000000000000000000100000000000004100000000000004200000000200000041371ACN    
01UGPA        ON      NM201609191740000070UGPAI79     000000010000000007820000000000000300000000000000000000000000000000000000000000300000000200000011371ACN    
01UGPA        ON      NM201609192674000070UGPAI80     000000010000000007920000000000000000000000000000000000000000003500000000000003500000000100000011371ACN    
01UGPA        ON      NM201609192682000070UGPAI81     000000010000000008020000000000000100000000000000000000000000000000000000000000100000000100000011371ACN    
01UGPA  FM    ON      NM201609191589000070UGPAI72     000000010000000007120000000000014500000000000000000000000000005800000000000020300000000200000021371ACN    
01UGPA  FM    ON      NM201609191600000070UGPAI74     000000010000000007320000000000000500000000000000000000000000001000000000000001500000000200000021371ACN    
01UGPA  FM    ON      NM201609191619000070UGPAI75     000000010000000007420000000000001000000000000000000000000000005000000000000006000000000100000021371ACN    
01UGPA  FM    ON      NM201609191627000070UGPAI76     000000010000000007520000000000000500000000000000000000000000014200000000000014700000000100000041371ACN    
01USIM        PNA     N1201609191252000070USIMI83     000000010000000000297000000000000000000000000016200000000000000000000000000016200000000400000011551ACN    
01USIM        PNA     N1201609191260000070USIMI73     000000010000000000347000000000006100000000000000000000000000010000000000000016100000000500000041551ACN    
01USIM        PNA     N1201609191287000070USIMI94     000000010000000000447000000000068900000000000207700000000000091100000000000367700000002400000241551ACN    
01USIM        PNA     N1201609191295000070USIMI85     000000010000000000497000000000086900000000000151100000000000183700000000000421700000004400000171551ACN    
01USIM        PNA     N1201609191309000070USIMI95     000000010000000000547000000000010000000000000007000000000000000000000000000017000000000400000021552ACN    
01USIM        PNA     N1201609191317000070USIMI86     000000010000000000597000000000015100000000000052400000000000001500000000000069000000001300000031551ACN    
01USIM        PNA     N1201609190264000070USIMI2      000000010000000000207000000000000000000000000016200000000000000000000000000016200000000400000011571ACN    
01USIM        PNA     N1201609190272000070USIMI21     000000010000000000217000000000000000000000000084800000000000000000000000000084800000000400000011571ACN    
01USIM        PNA     N1201609190280000070USIMI22     000000010000000000227000000000021000000000000000000000000000000000000000000021000000000100000021571ACN    
01USIM        PNA     N1201609190299000070USIMI23     000000010000000000237000000000000000000000000000000000000000002000000000000002000000000100000011571ACN    
01USIM        PNA     N1201609190302000070USIMI24     000000010000000000247000000000013600000000000000000000000000004400000000000018000000000200000031571ACN    
01USIM        PNA     N1201609190329000070USIMI26     000000010000000000267000000000000000000000000000100000000000002900000000000003000000000100000031571ACN    
01USIM        PNA     N1201609190337000070USIMI27     000000010000000000277000000000005000000000000003000000000000000000000000000008000000000100000021571ACN    
01USIM        PNA     N1201609190345000070USIMI28     000000010000000000287000000000007500000000000000000000000000000000000000000007500000000100000021571ACN    
01USIM        PNA     N1201609190353000070USIMI3      000000010000000000307000000000000000000000000000600000000000001500000000000002100000000200000021571ACN    
01USIM        PNA     N1201609190361000070USIMI31     000000010000000000317000000000001000000000000037500000000000000200000000000038700000000500000041571ACN    
01USIM        PNA     N1201609190370000070USIMI32     000000010000000000327000000000056800000000000000500000000000020000000000000077300000000400000061571ACN    
01USIM        PNA     N1201609190388000070USIMI33     000000010000000000337000000000040200000000000006000000000000027000000000000073200000000600000121571ACN    
01USIM        PNA     N1201609190396000070USIMI35     000000010000000000357000000000092700000000000000000000000000063600000000000156300000001400000171571ACN    
01USIM        PNA     N1201609191074000070USIMI41     000000010000000000417000000000052000000000000015000000000000081500000000000148500000002100000241571ACN    
01USIM  FM    PNA     N1201609191279000070USIMI84     000000010000000000397000000000179800000000000000000000000000258100000000000437900000001000000251551ACN    
01USIM  FM    PNA     N1201609190400000070USIMI36     000000010000000000367000000000036500000000000020400000000000012100000000000069000000001000000131571ACN    
01USIM  FM    PNA     N1201609190418000070USIMI37     000000010000000000377000000000065100000000000010000000000000034300000000000109400000000400000171571ACN    
01USIM  FM    PNA     N1201609190426000070USIMI38     000000010000000000387000000000177200000000000132800000000000120100000000000430100000003700000381571ACN    
01USIM  FM    PNA     N1201609190850000070USIMI40     000000010000000000407000000000180200000000000002000000000000162200000000000344400000005000000421571ACN    
01VALE        PNA     N1201609193379000070VALEI10     000000010000000000963000000000003200000000000010200000000000003000000000000016400000000500000061911ACN    
01VALE        PNA     N1201609193433000070VALEI60     000000010000000000988000000000119000000000000004000000000000017600000000000140600000000600000061912ACN    
01VALE        PNA     N1201609193387000070VALEI40     000000010000000001013000000000094200000000000802600000000000069500000000000966300000000700000331911ACN    
01VALE        PNA     N1201609193441000070VALEI70     000000010000000001038000000000294100000000000006700000000000369600000000000670400000001300000261912ACN    
01VALE        PNA     N1201609193395000070VALEI11     000000010000000001063000000000012600000000000002100000000000048800000000000063500000000500000111911ACN    
01VALE        PNA     N1201609193450000070VALEI61     000000010000000001088000000000000000000000000104800000000000013400000000000118200000000600000061912ACN    
01VALE        PNA     N1201609193409000070VALEI41     000000010000000001113000000000047600000000000088500000000000137400000000000273500000000900000241911ACN    
01VALE        PNA     N1201609193468000070VALEI71     000000010000000001138000000000060300000000000050200000000000001200000000000111700000000400000151912ACN    
01VALE        PNA     N1201609192798000070VALEI72     000000010000000001163000000000022800000000000026400000000000084300000000000133500000001200000221911ACN    
01VALE        PNA     N1201609192801000070VALEI82     000000010000000001188000000000109500000000000121900000000000124000000000000355400000000800000201912ACN    
01VALE        PNA     N1201609192836000070VALEI8      000000010000000001213000000000074900000000000110800000000000145800000000000331500000001200000391911ACN    
01VALE        PNA     N1201609193220000070VALEI32     000000010000000001238000000000028900000000000136000000000000072300000000000237200000000700000211912ACN    
01VALE        PNA     N1201609193417000070VALEI13     000000010000000001263000000000196300000000000655600000000000378700000000001230600000001900000811911ACN    
01VALE        PNA     N1201609193476000070VALEI63     000000010000000001288000000000015100000000000085900000000000049700000000000150700000000800000151912ACN    
01VALE        PNA     N1201609192984000070VALEI83     000000010000000001313000000000115400000000000114900000000001352600000000001582900000001400000611911ACN    
01VALE        PNA     N1201609192992000070VALEI73     000000010000000001338000000000040100000000000161000000000000138700000000000339800000000700000301912ACN    
01VALE        PNA     N1201609193000000070VALEI44     000000010000000001363000000000987700000000000366700000000001178800000000002533200000003800000941911ACN    
01VALE        PNA     N1201609193484000070VALEI64     000000010000000001388000000000134000000000000643000000000000087100000000000864100000001200000331912ACN    
01VALE        PNA     N1201609193492000070VALEI4      000000010000000001413000000000333100000000000743800000000000506300000000001583200000005500001611911ACN    
01VALE        PNA     N1201609193506000070VALEI74     000000010000000001438000000000034400000000000828800000000000242000000000001105200000002600000351912ACN    
01VALE        PNA     N1201609193425000070VALEI15     000000010000000001463000000000747000000000001071600000000000788000000000002606600000018000002891911ACN    
01VALE        PNA     N1201609192810000070VALEI45     000000010000000001488000000000129600000000000460200000000000232800000000000822600000002500000741912ACN    
01VALE        PNA     N1201609192844000070VALEI27     000000010000000001538000000000417300000000000601300000000000488200000000001506800000005300001161912ACN    
01VALE        PNA     N1201609192828000070VALEI96     000000010000000001588000000000225300000000001191700000000000289900000000001706900000004600000661912ACN    
01VALE        PNA     N1201609193018000070VALEI46     000000010000000001613000000001493400000000004571900000000006977300000000013042600000057500004021911ACN    
01VALE        PNA     N1201609193026000070VALEI36     000000010000000001638000000000307100000000001210900000000000787800000000002305800000011900001081912ACN    
01VALE        PNA     N1201609193034000070VALEI47     000000010000000001663000000000361200000000001139200000000002862100000000004362500000020800002121911ACN    
01VALE        PNA     N1201609193042000070VALEI81     000000010000000001688000000000054200000000001323700000000000204800000000001582700000004900000581912ACN    
01VALE        PNA     N1201609193050000070VALEI89     000000010000000001738000000000053900000000000382700000000000177000000000000613600000001700000311912ACN    
01VALE        PNA     N1201609193069000070VALEI88     000000010000000001788000000000037100000000000536200000000000093800000000000667100000001900000311912ACN    
01VALE        PNA     N1201609193573000070VALEI78     000000010000000001838000000000041500000000000743400000000000086000000000000870900000001900000321912ACN    
01VALE        ON      N1201609190191000070VALEI98     000000010000000001850000000000015800000000000000000000000000000000000000000015800000000100000011911ACN    
01VALE        PNA     N1201609193514000070VALEI19     000000010000000001863000000000367000000000000629300000000001132300000000002128600000011500000861911ACN    
01VALE        PNA     N1201609193522000070VALEI69     000000010000000001888000000000000000000000000300100000000000032600000000000332700000001500000111912ACN    
01VALE        ON      N1201609190205000070VALEI99     000000010000000001900000000000017100000000000000100000000000000000000000000017200000000300000051911ACN    
01VALE        PNA     N1201609193530000070VALEI49     000000010000000001913000000001003900000000000283300000000001559400000000002846600000006500000811911ACN    
01VALE        PNA     N1201609193549000070VALEI79     000000010000000001938000000000028400000000000717500000000000036000000000000781900000001100000141912ACN    
01VALE        PNA     N1201609193239000070VALEI50     000000010000000001963000000000041500000000000075800000000000888100000000001005400000003500000201911ACN    
01VALE        PNA     N1201609193557000070VALEI80     000000010000000001988000000000002000000000000602900000000000477800000000001082700000001900000121912ACN    
01VALE        PNA     N1201609193565000070VALEI20     000000010000000002013000000000009500000000000765600000000001686900000000002462000000014600000461911ACN    
01VALE        PNA     N1201609195274000070VALEI29     000000010000000000793000000000009400000000000511800000000000000000000000000521200000000400000101922ACN    
01VALE        PNA     N1201609193816000070VALEI42     000000010000000000823000000000337800000000000006500000000000001700000000000346000000000500000151921ACN    
01VALE        PNA     N1201609194014000070VALEI84     000000010000000000843000000000000000000000000070200000000000000000000000000070200000000300000041921ACN    
01VALE        PNA     N1201609192933000070VALEI85     000000010000000000853000000000004700000000000040500000000000000000000000000045200000000400000031922ACN    
01VALE        PNA     N1201609194588000070VALEI9      000000010000000000903000000000017200000000000077500000000000052000000000000146700000000400000091921ACN    
01VALE        PNA     N1201609194812000070VALEI31     000000010000000000913000000000000000000000000002300000000000000000000000000002300000000100000011922ACN    
01VALE        PNA     N1201609194596000070VALEI92     000000010000000000923000000000160700000000000047700000000000005500000000000213900000000500000141921ACN    
01VALE        PNA     N1201609193867000070VALEI93     000000010000000000933000000000014000000000000071800000000000004600000000000090400000000400000061922ACN    
01VALE        PNA     N1201609194235000070VALEI94     000000010000000000943000000000074600000000000002000000000000005400000000000082000000000600000051921ACN    
01VALE        PNA     N1201609194618000070VALEI75     000000010000000001513000000001152200000000001977400000000001165800000000004295400000015200002641921ACN    
01VALE        PNA     N1201609194561000070VALEI65     000000010000000001563000000000668500000000001384700000000002363100000000004416300000017800002561921ACN    
01VALE        PNA     N1201609194600000070VALEI17     000000010000000001713000000001271600000000010151200000000005363900000000016786700000073900003691921ACN    
01VALE        PNA     N1201609194626000070VALEI77     000000010000000001763000000000123800000000002152300000000000799900000000003076000000013200001221921ACN    
01VALE        PNA     N1201609194634000070VALEI18     000000010000000001813000000000394600000000002524100000000002888600000000005807300000023000002761921ACN    
01VALE        PNA     N1201609194642000070VALEI90     000000010000000002063000000000004600000000000186600000000000465600000000000656800000004700000221921ACN    
01VALE        PNA     N1201609194650000070VALEI91     000000010000000002113000000000026000000000000159200000000000613800000000000799000000002800000231921ACN    
01VALE        PNA     N1201609194847000070VALEI62     000000010000000002213000000000001000000000000085500000000000313700000000000400200000002500000091921ACN    
01VALE        PNA     N1201609194855000070VALEI23     000000010000000002313000000000000800000000001220700000000000270200000000001491700000009000000141921ACN    
01VALE        PNA     N1201609194804000070VALEI53     000000010000000002388000000000000000000000000067200000000000028000000000000095200000000500000041922ACN    
01VALE        PNA     N1201609194421000070VALEI26     000000010000000002613000000000007700000000000937700000000000106000000000001051400000006000000101921ACN    
01VIVT        PN        201609190345000070VIVTI96     000000010000000004497000000000000100000000000000000000000000000000000000000000100000000100000011212ACN    
01VIVT        PN        201609190353000070VIVTI97     000000010000000004547000000000000100000000000000000000000000000000000000000000100000000100000011212ACN    
01BBAS        ON      NM201610170418000070BBASJ21     000000010000000002088000000000271400000000000367900000000000026700000000000666000000000600000222611ACN    
01BBAS        ON      NM201610170485000070BBASJ51     000000010000000002138000000000000000000000000000100000000000000000000000000000100000000100000012611ACN    
01BBAS        ON      NM201610170493000070BBASJ52     000000010000000002238000000000006700000000000063900000000000039800000000000110400000000300000112611ACN    
01BBAS        ON      NM201610170507000070BBASJ53     000000010000000002338000000000005600000000000045700000000000058200000000000109500000001500000162611ACN    
01BBAS        ON      NM201610170752000070BBASJ73     000000010000000002363000000000003300000000000041700000000000076500000000000121500000000400000102612ACN    
01BBAS        ON      NM201610170515000070BBASJ54     000000010000000002438000000000047500000000000153100000000000005800000000000206400000002700000212611ACN    
